Source,ID,Title,Publication_type,Journal,Year_publication,Doi,Geography,Higher_geography,H_5,Year_study,Species_name,Genus,Species,Subspecies,Family,weight_bat_reported,weight_bat_mean,weight_bat_min,weight_bat_max,Type_device,Device_type_category,kind_device,VHF,device_weight_reported,weight_device,weight_device_min,weight_device_max,device_over5,device_%,device_%_min,device_%_max,Contact_authors,Authors_reply,Assignment,Validation
WoS_2022,WoS_0122,The Resistance of a North American Bat Species (Eptesicus fuscus) to White-Nose Syndrome (WNS),Research,PLOS ONE,2014,http://dx.doi.org/10.1371/journal.pone.0113958,United States of America,Nearctic,NA,2011-2013,Eptesicus fuscus,Eptesicus,fuscus,NA,Vespertilionidae,No,NA,NA,NA,VHF temperature-sensitive transmitter,VHF transmitter,Holohil LB-2NT,Yes,Yes,0.75,0.75,0.75,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0123,Movement syndromes of a Neotropical frugivorous bat inhabiting heterogeneous landscapes in Brazil,Research,Movement Ecology,2021,http://dx.doi.org/10.1186/s40462-021-00266-6,Brazil,Nearctic,No,2016,Sturnira liium,Sturnira,lilium,NA,Phyllostomidae,NA,NA,NA,NA,VHF transmitter,VHF transmitter,Axabixo equipment,Yes,Yes,1,NA,NA,No,<5,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0123,Movement syndromes of a Neotropical frugivorous bat inhabiting heterogeneous landscapes in Brazil,Research,Movement Ecology,2021,http://dx.doi.org/10.1186/s40462-021-00266-6,Brazil,Nearctic,No,2016,Sturnira liium,Sturnira,lilium,NA,Phyllostomidae,NA,NA,NA,NA,VHF transmitter,VHF transmitter,Axabixo equipment,Yes,Yes,1,NA,NA,No,<5,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0125,Overall Dynamic Body Acceleration in Straw-Colored Fruit Bats Increases in Headwinds but Not With Airspeed,Research,FRONTIERS IN ECOLOGY AND EVOLUTION,2019,http://dx.doi.org/10.3389/fevo.2019.00200,"Burkina Faso, Ghana, Zambia",Palearctic,Yes,2012-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,278,NA,NA,GPS + ACC,GPS,e-obs GmbH,No,Yes,20.95,NA,NA,Yes,7.56,7.56,7.56,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0127,Proximity sensors on common noctule bats reveal evidence that mothers guide juveniles to roosts but not food,Research,Biology Letters,2019,http://dx.doi.org/10.1098/rsbl.2018.0884,"Berlin, Germany",Palearctic,Yes,2016-2017,Nyctalus noctula,Nyctalus,noctula,NA,Vespertilionidae,Yes,21,17,25,Proximity Sensor,Proximity sensor,BATS tracking system,No,Yes,NA,1.1,1.9,Some,NA,4.4,7,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0127,Proximity sensors on common noctule bats reveal evidence that mothers guide juveniles to roosts but not food,Research,Biology Letters,2019,http://dx.doi.org/10.1098/rsbl.2018.0884,"Berlin, Germany",Palearctic,Yes,2016-2017,Nyctalus noctula,Nyctalus,noctula,NA,Vespertilionidae,Yes,28,24,35,Proximity Sensor,Proximity sensor,BATS tracking system,No,Yes,NA,1.1,1.9,Some,NA,4.2,8,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0128,"Pulse-echo interaction in free-flying horseshoe bats, Rhinolophus ferrumequinum nippon",Research,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2009,http://dx.doi.org/10.1121/1.3186798,Japan,Palearctic,NA,NA,Rhinolophus ferrumequinum,Rhinolophus,ferrumequinum,NA,Rhinolophidae,No,NA,NA,NA,"lightweight, custom-made on-board wireless ultrasonic microphone",Microphone,Telemike,No,Yes,3,NA,NA,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0133,"HOME RANGE, ROOST SWITCHING, AND FORAGING AREA IN A PHILIPPINE FRUIT BAT (PTENOCHIRUS JAGORI)",Research,ECOTROPICA,2001,NA,Philippines,Palearctic,Yes,1999-2000,Ptenochirus jagori,Ptenochirus,jagori,NA,Pteropodidae,NA,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil PD-2C,Yes,No,NA,NA,NA,Yes,4.9,4.9,4.9,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0133,"HOME RANGE, ROOST SWITCHING, AND FORAGING AREA IN A PHILIPPINE FRUIT BAT (PTENOCHIRUS JAGORI)",Research,ECOTROPICA,2001,NA,Philippines,Palearctic,Yes,1999-2000,Ptenochirus jagori,Ptenochirus,jagori,NA,Pteropodidae,NA,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil PD-2C,Yes,No,NA,NA,NA,Yes,4.9,4.9,4.9,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0135,"Natural history, physiology and energetic strategies of Asellia tridens (Chiroptera)",Research,Mammalian Biology,2013,https://doi.org/10.1016/j.mambio.2012.06.006,Israel,Palearctic,Yes,2010,Asellia tridens,Asellia,tridens,NA,Hipposideridae,Yes,11,NA,NA,Temperature-sensitive radio transmitter,VHF transmitter,Holohil LB-2T,Yes,Yes,0.61,0.61,0.61,Yes,<7,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0135,"Natural history, physiology and energetic strategies of Asellia tridens (Chiroptera)",Research,Mammalian Biology,2013,https://doi.org/10.1016/j.mambio.2012.06.006,Israel,Palearctic,Yes,2010,Asellia tridens,Asellia,tridens,NA,Hipposideridae,Yes,11,NA,NA,Temperature-sensitive radio transmitter,VHF transmitter,Holohil LB-2T,Yes,Yes,0.61,0.61,0.61,Yes,<7,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0137,Stressful summers? Torpor expression differs between high- and low-latitude populations of bats,Research,Journal of Mammalogy,2017,http://dx.doi.org/10.1093/jmammal/gyx071,New Zealand,Australasian,Yes,2015,Mystacina tuberculata,Mystacina,tuberculata,NA,Mystacinidae,Yes,15,11,17,Temperature-sensitive radio transmitter,VHF transmitter,Holohil BD-2NT,Yes,Yes,0.95,0.9,1,Yes,NA,5.1,7.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0137,Stressful summers? Torpor expression differs between high- and low-latitude populations of bats,Research,Journal of Mammalogy,2017,http://dx.doi.org/10.1093/jmammal/gyx071,New Zealand,Australasian,Yes,2015,Mystacina tuberculata,Mystacina,tuberculata,NA,Mystacinidae,Yes,15,11,17,Temperature-sensitive radio transmitter,VHF transmitter,Holohil BD-2NT,Yes,Yes,0.95,0.9,1,Yes,NA,5.1,7.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0139,Convergence of reference frequencies by multiple CF-FM bats (Rhinolophus ferrumequinum nippon) during paired flights evaluated with onboard microphones,Research,Journal of Comparative Physiology A,2012,http://dx.doi.org/10.1007/s00359-012-0739-9,Japan,Palearctic,No,2008,Rhinolophus ferrumequinum nippon,Rhinolophus,ferrumequinum,nippon,Rhinolophidae,No,NA,20,30,VHF transmitter,VHF transmitter,Custom-made Telemike,Yes,Yes,0.6,0.6,0.6,No,NA,2,3,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0140,Bats enhance their call identities to solve the cocktail party problem,Research,Nature,2018,http://dx.doi.org/10.1038/s42003-018-0045-3,Japan,Palearctic,No,2015-2017,Miniopterus fuliginosus,Miniopterus,fuliginosus,NA,Miniopteridae,Yes,NA,13,18,VHF transmitter,VHF transmitter,Custom-made Telemike,Yes,No,0.6,0.6,0.6,No,NA,3.3,4.8,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0141,Home range size of bats Myotis atacamensis (Vespertilionidae) and Amorphochilus schnablii (Furipteridae) in the coastal valleys of southern Peru,Research,Revista Mexicana de Biodiversidad,2022,http://dx.doi.org/10.22201/ib.20078706e.2022.93.3855,Peru,Neotropical,Yes,2019,Amorphochilus schnablii,Amorphochilus,schnablii,NA,Furipteridae,Yes,4,3,5,VHF transmitter,VHF transmitter,Holohil LB-2X,Yes,Yes,0.25,0.23,0.27,Some,NA,4.5,8.9,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0141,Home range size of bats Myotis atacamensis (Vespertilionidae) and Amorphochilus schnablii (Furipteridae) in the coastal valleys of southern Peru,Research,Revista Mexicana de Biodiversidad,2022,http://dx.doi.org/10.22201/ib.20078706e.2022.93.3855,Peru,Neotropical,Yes,2019,Myotis atacamensis,Myotis,atacamensis,NA,Vespertilionidae,Yes,4,3,5,VHF transmitter,VHF transmitter,Holohil LB-2X,Yes,Yes,0.25,0.23,0.27,Some,NA,4.5,8.9,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0142,Acoustic evaluation of behavioral states predicted from GPS tracking: a case study of a marine fishing bat,Research,Movement Ecology,2019,http://dx.doi.org/10.1186/s40462-019-0163-7,Mexico,Neotropical,Yes,2015,Myotis vivesi,Myotis,vivesi,NA,Vespertilionidae,Yes,33,29,38,GPS ; Micro on board ; VHF transmitter,Microphone + GPS,CellGuide Ltd ; Robin GPS Loggers ; Holohil BD-2X,No,Yes,4.6,4.4,4.7,Yes,NA,11.5,16,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0143,Staying cold through dinner: cold-climate bats rewarm with conspecifics but not sunset during hibernation,Research,Journal of Comparative Physiology B,2013,http://dx.doi.org/10.1007/s00360-013-0753-4,Canada,Nearctic,Yes,2012,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,Yes,9,8,12,Temperature-sensitive radio transmitter,VHF transmitter,Holohil BD-2NT,Yes,Yes,0.72,0.64,0.8,Yes,NA,6.9,8.6,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0144,Daily torpor reduces the energetic consequences of microhabitat selection for a widespread bat,Research,Ecology,2022,http://dx.doi.org/10.1002/ecy.3677,"South Dakota, USA",Nearctic,Yes,2017-2018,Myotis thysanodes,Myotis,thysanodes,NA,Vespertilionidae,Yes,8,8,8,VHF Transmitter,VHF transmitter,Holohil LB-2XT,Yes,Yes,NA,0.28,0.33,No,4,4,4,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0144,Daily torpor reduces the energetic consequences of microhabitat selection for a widespread bat,Research,Ecology,2022,http://dx.doi.org/10.1002/ecy.3677,"South Dakota, USA",Nearctic,Yes,2017-2018,Myotis thysanodes,Myotis,thysanodes,NA,Vespertilionidae,Yes,8,8,8,VHF Transmitter,VHF transmitter,Holohil LB-2XT,Yes,Yes,NA,0.28,0.33,No,4.1,4.1,4.1,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0144,Daily torpor reduces the energetic consequences of microhabitat selection for a widespread bat,Research,Ecology,2022,http://dx.doi.org/10.1002/ecy.3677,"South Dakota, USA",Nearctic,Yes,2017-2018,Myotis thysanodes,Myotis,thysanodes,NA,Vespertilionidae,Yes,8,8,8,VHF Transmitter,VHF transmitter,Holohil LB-2XT,Yes,Yes,NA,0.28,0.33,No,4.4,4.4,4.4,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0144,Daily torpor reduces the energetic consequences of microhabitat selection for a widespread bat,Research,Ecology,2022,http://dx.doi.org/10.1002/ecy.3677,"South Dakota, USA",Nearctic,Yes,2017-2018,Myotis thysanodes,Myotis,thysanodes,NA,Vespertilionidae,Yes,7,7,7,VHF Transmitter,VHF transmitter,Holohil LB-2XT,Yes,Yes,NA,0.28,0.33,No,4.6,4.6,4.6,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0144,Daily torpor reduces the energetic consequences of microhabitat selection for a widespread bat,Research,Ecology,2022,http://dx.doi.org/10.1002/ecy.3677,"South Dakota, USA",Nearctic,Yes,2017-2018,Myotis thysanodes,Myotis,thysanodes,NA,Vespertilionidae,Yes,7,7,7,VHF Transmitter,VHF transmitter,Holohil LB-2XT,Yes,Yes,NA,0.28,0.33,No,4.7,4.7,4.7,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0144,Daily torpor reduces the energetic consequences of microhabitat selection for a widespread bat,Research,Ecology,2022,http://dx.doi.org/10.1002/ecy.3677,"South Dakota, USA",Nearctic,Yes,2017-2018,Myotis thysanodes,Myotis,thysanodes,NA,Vespertilionidae,Yes,7,7,7,VHF Transmitter,VHF transmitter,Holohil LB-2XT,Yes,Yes,NA,0.28,0.33,No,4.8,4.8,4.8,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0144,Daily torpor reduces the energetic consequences of microhabitat selection for a widespread bat,Research,Ecology,2022,http://dx.doi.org/10.1002/ecy.3677,"South Dakota, USA",Nearctic,Yes,2017-2018,Myotis thysanodes,Myotis,thysanodes,NA,Vespertilionidae,Yes,6,6,6,VHF Transmitter,VHF transmitter,Holohil LB-2XT,Yes,Yes,NA,0.28,0.33,Yes,5.5,5.5,5.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0145,Echolocating bats can adjust sensory acquisition based on internal cues,Research,BMC Biology,2020,http://dx.doi.org/10.1186/s12915-020-00904-2,Bulgaria,Palearctic,Yes,NA,Rhinolophus ferrumequinum,Rhinolophus,ferrumequinum,NA,Rhinolophidae,Yes,24,NA,NA,GPS,GPS,Vesper tag ADS INC,No,Yes,3.9,3.9,3.9,Yes,16.5,16.5,16.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0146,"Nighttime behavioral study of flying foxes on the southern coast of West Java, Indonesia",Research,Journal of Vetrinary Medical Science,2018,http://dx.doi.org/10.1292/jvms.17-0665,Indonesia,Indomalayan,No,2017,Pteropus vampyrus,Pteropus,vampyrus,NA,Pteropodidae,Yes,1310,1250,1450,Satellite transmitter,GPS,solar powered satellite Platform Terminal Transmitter; Microwave Telemetry,No,Yes,9.5,9.5,9.5,No,0.8,0.8,0.8,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0147,Rapid descent flight by a molossid bat (Chaerephon plicatus) returning to its cave,Research,Mammalian Biology,2019,http://dx.doi.org/10.1016/j.mambio.2019.01.001,Thailand,Indomalayan,Yes,2018,Chaerephon plicatus,Chaerephon,plicatus,NA,Molossidae,Yes,NA,18,20,Accelerometer ; Altimeter ; Temperature ; VHF transmitter,Activity and environment,GiPsy-5 data logger ; TechnoSmartEurope ; VHFtransmitters ; Telemetrie-Dessau,No,No,NA,NA,NA,Yes,15,15,15,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0148,Cyclic bouts of extreme bradycardia counteract the high metabolism of frugivorous bats,Research,eLife,2017,http://dx.doi.org/10.7554/eLife.26686.001,Panama,Neotropical,No,2014,Uroderma bilobatum,Uroderma,bilobatum,NA,Phyllostomidae,Yes,18,15,21,Heart rate transmitter,Heart rate monitor,Sparrow Systems SP2000 HR,No,Yes,0.8,0.8,0.8,No,4.5,4.4,4.6,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0150,Foraging strategy of Kuhl's pipistrelle at the northern edge of the species distribution,Research,Acta Chiropterologica,2016,http://dx.doi.org/10.3161/15081109ACC2016.18.1.012,Slovakia,Palearctic,NA,2013,Pipistrellus kuhlii,Pipistrellus,kuhlii,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.41,0.41,0.41,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0150,Foraging strategy of Kuhl's pipistrelle at the northern edge of the species distribution,Research,Acta Chiropterologica,2016,http://dx.doi.org/10.3161/15081109ACC2016.18.1.012,Slovakia,Palearctic,NA,2013,Pipistrellus kuhlii,Pipistrellus,kuhlii,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2N,Yes,Yes,0.41,0.41,0.41,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0153,THE EFFECTS OF HURRICANE HUGO ON BATS OF THE LUQUILLO EXPERIMENTAL FOREST OF PUERTO-RICO,Research,Biotropica,1994,http://dx.doi.org/10.2307/2388854,Puerto Rico,Neotropical,NA,1988-1991,Stenoderma rufum,Stenoderma,rufum,NA,Phyllostomidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2,Yes,Yes,1.2,1.2,1.2,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0155,Black or white? Physiological implications of roost colour and choice in a microbat,Research,Journal of thermal biology,2016,http://dx.doi.org/10.1016/j.jtherbio.2016.07.015,Australia,Australasian,No,2014-2015,Nyctophilus gouldi,Nyctophilus,gouldi,NA,Vespertilionidae,Yes,11,NA,NA,Temperature-sensitive radio transmitter,VHF transmitter,Holohil LB-2NT,Yes,Yes,0.5,0.5,0.5,No,4.9,4.9,4.9,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0155,Black or white? Physiological implications of roost colour and choice in a microbat,Research,Journal of thermal biology,2016,http://dx.doi.org/10.1016/j.jtherbio.2016.07.015,Australia,Australasian,No,2014-2015,Nyctophilus gouldi,Nyctophilus,gouldi,NA,Vespertilionidae,Yes,10,NA,NA,Temperature-sensitive radio transmitter,VHF transmitter,Holohil LB-2NT,Yes,Yes,0.5,0.5,0.5,No,5,5,5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0157,CHEMILUMINESCENT TAG FOR TRACKING BATS AND OTHER SMALL NOCTURNAL ANIMALS,Research,Journal of Mammalogy,1976,http://dx.doi.org/10.2307/1379522,NA,Nearctic,Yes,NA,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,No,NA,NA,NA,Chemiluminescent tag,Light tag,Custom-made,No,Yes,0.5,0.2,0.8,Yes,NA,NA,<10,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0158,Roost site selection of western long-eared myotis in a western juniper woodland,Research,Journal of Wildlife Management,2018,http://dx.doi.org/10.1002/jwmg.21416,United States,Nearctic,Yes,2014-2015,Myotis evotis,Myotis,evotis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2X,Yes,Yes,0.35,0.34,0.36,Some,NA,<5,<6.2,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0158,Roost site selection of western long-eared myotis in a western juniper woodland,Research,Journal of Wildlife Management,2018,http://dx.doi.org/10.1002/jwmg.21416,United States,Nearctic,Yes,2014-2015,Myotis evotis,Myotis,evotis,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-2X,Yes,Yes,0.35,0.34,0.36,Some,NA,<5,<6.2,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0159,Thinking small: Next-generation sensor networks close the size gap in vertebrate biologging,Research,Plos Biology,2020,http://dx.doi.org/10.1371/journal.pbio.3000655,Germany,Palearctic,Yes,NA,Myotis myotis,Myotis,myotis,NA,Vespertilionidae,Yes,NA,18,35,Proximity sensor,Proximity sensor,BATS tracking system,No,Yes,1.4,1.4,1.4,Some,Na,4,7.8,Yes,No,Co-authors,Co-authors
WoS_2022,WoS_0159,Thinking small: Next-generation sensor networks close the size gap in vertebrate biologging,Research,Plos Biology,2020,http://dx.doi.org/10.1371/journal.pbio.3000655,Panama,Neotropical,Yes,2017,Desmodus rotundus,Desmodus,rotundus,NA,Phyllostomidae,Yes,NA,27,48,Proximity sensor,Proximity sensor,BATS tracking system,No,Yes,1.8,1.8,1.8,Some,NA,3.75,6.7,Yes,No,Co-authors,Co-authors
WoS_2022,WoS_0159,Thinking small: Next-generation sensor networks close the size gap in vertebrate biologging,Research,Plos Biology,2020,http://dx.doi.org/10.1371/journal.pbio.3000655,Panama,Neotropical,Yes,2017,Desmodus rotundus,Desmodus,rotundus,NA,Phyllostomidae,No,NA,27,48,Proximity sensor,Proximity sensor,BATS tracking system,No,Yes,1.8,1.8,1.8,Some,NA,3.75,6.7,Yes,No,Co-authors,Co-authors
WoS_2022,WoS_0159,Thinking small: Next-generation sensor networks close the size gap in vertebrate biologging,Research,Plos Biology,2020,http://dx.doi.org/10.1371/journal.pbio.3000655,Germany,Palearctic,Yes,NA,Nyctalus noctula,Nyctalus,noctula,NA,Vespertilionidae,Yes,NA,22,28,Proximity sensor,Proximity sensor,BATS tracking system,No,Yes,NA,1.1,1.9,Some,NA,5,6.8,Yes,No,Co-authors,Co-authors
WoS_2022,WoS_0159,Thinking small: Next-generation sensor networks close the size gap in vertebrate biologging,Research,Plos Biology,2020,http://dx.doi.org/10.1371/journal.pbio.3000655,Germany,Palearctic,Yes,NA,Nyctalus noctula,Nyctalus,noctula,NA,Vespertilionidae,No,NA,22,28,Proximity sensor,Proximity sensor,BATS tracking system,No,Yes,NA,1.1,1.9,Some,NA,5,6.8,Yes,No,Co-authors,Co-authors
WoS_2022,WoS_0160,"Inflight head stabilization associated with wingbeat cycle and sonar emissions in the lingual echolocating Egyptian fruit bat, Rousettus aegyptiacus",Research,Journal of Comparative Phsyiology A,2021,http://dx.doi.org/10.1007/s00359-021-01518-x,USA,Nearctic,No,2018,Rousettus aegyptiacus,Rousettus,aegyptiacus,NA,Pteropodidae,Yes,218,218,218,Micro on board,Microphone,NA,No,Yes,5.2,5.2,5.2,No,2.4,2.4,2.4,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0160,"Inflight head stabilization associated with wingbeat cycle and sonar emissions in the lingual echolocating Egyptian fruit bat, Rousettus aegyptiacus",Research,Journal of Comparative Phsyiology A,2021,http://dx.doi.org/10.1007/s00359-021-01518-x,USA,Nearctic,No,2018,Rousettus aegyptiacus,Rousettus,aegyptiacus,NA,Pteropodidae,Yes,163,163,163,Micro on board,Microphone,NA,No,Yes,5.2,5.2,5.2,No,3.2,3.2,3.2,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0161,Warming up and shipping out: arousal and emergence timing in hibernating little brown bats (Myotis lucifugus),Research,Journal of Comparative Phsyiology A,2015,http://dx.doi.org/10.1007/s00360-015-0900-1,Canada,Nearctic,Yes,2013,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,Yes,11,NA,NA,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.85,0.8,0.9,Yes,8.1,6.7,10.4,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0161,Warming up and shipping out: arousal and emergence timing in hibernating little brown bats (Myotis lucifugus),Research,Journal of Comparative Phsyiology A,2015,http://dx.doi.org/10.1007/s00360-015-0900-1,Canada,Nearctic,Yes,2013,Myotis lucifugus,Myotis,lucifugus,NA,Vespertilionidae,Yes,9,NA,NA,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.85,0.8,0.9,Yes,9.3,6.7,10.4,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0165,Adaptive changes in echolocation sounds by Pipistrellus abramus in response to artificial jamming sounds,Research,Journal of Experimental Biology,2014,http://dx.doi.org/10.1242/jeb.101139,Japan,Palearctic,Yes,NA,Pipistrellus abramus,Pipistrellus,abramus,NA,Vespertilionidae,Yes,8,5,10,Micro on board,Microphone,Telemike,No,Yes,0.6,0.6,0.6,Yes,8,6,12,Yes,Yes,Co-authors,Co-authors
WoS_2022,WoS_0165,Adaptive changes in echolocation sounds by Pipistrellus abramus in response to artificial jamming sounds,Research,Journal of Experimental Biology,2014,http://dx.doi.org/10.1242/jeb.101139,Japan,Palearctic,Yes,NA,Pipistrellus abramus,Pipistrellus,abramus,NA,Vespertilionidae,Yes,8,5,10,Micro on board,Microphone,Telemike,No,Yes,0.6,0.6,0.6,Yes,8,6,12,Yes,Yes,Co-authors,Co-authors
WoS_2022,WoS_0167,Cold and alone? Roost choice and season affect torpor patterns in lesser short-tailed bats,Research,Oecologia,2017,http://dx.doi.org/10.1007/s00442-016-3707-1,New Zealand,Australasian,Yes,NA,Mystacina tuberculata,Mystacina,tuberculata,NA,Mystacinidae,Yes,15,13,16,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.95,0.9,1,Yes,6.55,5.6,7.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0167,Cold and alone? Roost choice and season affect torpor patterns in lesser short-tailed bats,Research,Oecologia,2017,http://dx.doi.org/10.1007/s00442-016-3707-1,New Zealand,Australasian,Yes,NA,Mystacina tuberculata,Mystacina,tuberculata,NA,Mystacinidae,Yes,15,13,16,VHF transmitter,VHF transmitter,Holohil,Yes,Yes,0.95,0.9,1,Yes,6.55,5.6,7.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0168,"Landscape Utilisation, Animal Behaviour and Hendra Virus Risk",Research,Ecohealth,2016,http://dx.doi.org/10.1007/s10393-015-1066-8,Australia,Australasian,Yes,2011,Pteropus alecto,Pteropus,alecto,NA,Pteropodidae,Yes,678,678,678,GPS,GPS,GmbH,No,Yes,30,30,30,No,4.4,4.4,4.4,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0168,"Landscape Utilisation, Animal Behaviour and Hendra Virus Risk",Research,Ecohealth,2016,http://dx.doi.org/10.1007/s10393-015-1066-8,Australia,Australasian,Yes,2011,Pteropus alecto,Pteropus,alecto,NA,Pteropodidae,Yes,720,624,816,GPS,GPS,GmbH,No,Yes,30,30,30,No,4.2,3.7,4.8,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0168,"Landscape Utilisation, Animal Behaviour and Hendra Virus Risk",Research,Ecohealth,2016,http://dx.doi.org/10.1007/s10393-015-1066-8,Australia,Australasian,Yes,2011,Pteropus alecto,Pteropus,alecto,NA,Pteropodidae,Yes,667,564,724,GPS,GPS,GmbH,No,Yes,30,30,30,Some,4.5,4.1,5.3,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0168,"Landscape Utilisation, Animal Behaviour and Hendra Virus Risk",Research,Ecohealth,2016,http://dx.doi.org/10.1007/s10393-015-1066-8,Australia,Australasian,Yes,2011,Pteropus alecto,Pteropus,alecto,NA,Pteropodidae,Yes,560,560,560,GPS,GPS,GmbH,No,Yes,30,30,30,Yes,5.4,5.4,5.4,No,NA,Co-authors,Co-authors
